id,Plants,Diseases,Content,overview,code
Jamun___Rust,الجامون,الصدأ,"## نظرة عامة
 nan 
## الأعراض 
 *	 ظهور بقع مسحوقية صفراء - برتقالية على السطح العلوي للأوراق.
  *	تساقط مبكر للأوراق.
  *	تساقط الأوراق، مما يؤدي إلى تقليل النمو والإنتاج.
  *	فروع رفيعة ومتراقصة بسبب تقليل عملية البناء الضوئي.
 ## السبب
  Hemileia vastatrix
 ## العلاج
  *	يمكن استخدام المبيدات الفطرية للسيطرة على مرض الصدأ في النباتات، ومن المهم اختيار المبيد الفطري المناسب لنوع المرض واتباع التعليمات بدقة.
  *	يمكن أن تساعد الممارسات الزراعية مثل التناوب بين المحاصيل والتباعد المناسب وممارسات النظافة الجيدة على تقليل حدوث مرض الصدأ في النباتات.
  *	يساعد التحكم في العوامل البيئية مثل درجة الحرارة والرطوبة والري السليم على منع تطور وانتشار مرض الصدأ في النباتات.
 ",يمكن أن تنتشر البذور عن طريق الرياح أو المطر، أو يمكن أن تكون موجودة في بقايا النباتات المصابة أو التربة المصابة.,rady
Jatropha___Die Back,اليَطْروفَة,الموت الرجعي,"## نظرة عامة
 تؤثر الإصابة على البراعم الغير مفتوحة والأزهار وتسبب تساقطها.
## الأعراض 
 * مرحلة موت الأطراف: يبدأ المرض في التسبب في الموت التدريجي للشجرة من الجزء العلوي للفرع.
 * يتم إصابة الأوراق والثمار الصغيرة بسهولة عندما تكون لا تزال طرية، حيث يتحول لون الطرف الخضراء إلى لون بني داكن، ثم إلى مناطق نخرية سوداء تنتشر إلى الخلف.
 * يتطور الفطر من الأغصان المصابة، ثم إلى العنقودية والأوراق الصغيرة والتي قد تسقط لتترك الأغصان المجففة بلا أوراق.
 * مرحلة إصابة الثمار والأوراق: تتم رؤية إصابة الثمار والأوراق عادة خلال مواسم الأمطار. تظهر بقع صغيرة باللون الرمادي على الثمار الغير ناضجة والتي تتسبب في تضخم البقع بشكل تدريجي.
 * تكون البقع باللون البني الداكن، وبشكل دائري وعميق، وتحتوي على نواة سوداء صغيرة في وسط البقعة، والتي تنتج كتل من الأبواغ الكريمية في الأحوال الرطبة.
 * تتحد بعض البقع لتكوين بقع أكبر.
 * تصبح المناطق المصابة بالفطر على الثمار الغير ناضجة قاسية وجافة وتتشكل بها شقوق في حالة الإصابة الشديدة.
 * تؤثر الإصابة أيضًا على البراعم الغير مفتوحة والأزهار وتسبب تساقطها.
 * يتسبب الفطر في تكوين بقع نخرية على الأوراق عادة باللون الرمادي، ويتطور على طرف الأوراق أو على الحافة.
## السبب
 فِطْر Botryosphaeriaceae
## العلاج
 * تحديد أماكن الأخشاب المصابة وإزالة الفروع أو الأفرع بأكملها.
 * قم بالتقليم في فترة الخمول اللاحقة لتجنب ذروة إنتاج الأبواغ الفطرية.
 * يمكن أن يساعد الري الزائد في إدارة شدة الأعراض، ولكن تجنب الري الرأسي.
",تؤثر الإصابة على البراعم الغير مفتوحة والأزهار وتسبب تساقطها.,rady
Lemon___Leaf Curl,ليمون,تجعد الورقة,"## نظرة عامة
 مرض تجعد الأوراق هو مرض فيروسي يؤثر على أوراق الليمون
## الأعراض
 *  تجعد وتكشر الأوراق، والتي قد تصبح سميكة وتمتلك نسيجًا جلديًا.
 * قد تظهر الأوراق بقعًا صفراء أو بيضاء على السطح العلوي للأوراق.
 * قد تصبح الأوراق مشوهة ومتقزمة، مما يؤثر على نمو النبات في الحالات الشديدة.
## السبب
 فيروس بيجومو
## العلاج
 	يمكن استخدام المبيدات الحشرية للسيطرة على ذبابة الريشة البيضاء، التي تعتبر ناقلة للفيروس. ومع ذلك، من المهم استخدام هذه المواد الكيميائية بحكمة وبطريقة تقلل من الأضرار على البيئة.
",تجعد وتكشر الأوراق.,rady
Mango___Anthracnose,مانجو,الأنثراكنوز,"## نظرة عامة 
 يهاجم الفطر الأوراق الصغيرة والزهور والأغصان والثمار وتختلف الأعراض وفقًا للأجزاء المصابة بالنبات. عندما تُصاب الأوراق الصغيرة والزهور ، تتطور بقع صغيرة تشبه الفقاعات عليها على الأغصان ومحور الزهرة . تظهر الأعراض على شكل بقع نخرية سوداء ؛ ينتشر المرض بسرعة خلال موسم الأمطار ويغطي الأغصان ومحور الزهرة مما يتسبب في تحولها إلى اللون الأسود وجفافها.
عندما يتعرض الثمر للهجوم ، يتكون عليه بقع سوداء ويصبح لون بشرته مغايرًا. تصبح لب الثمرة تحت البقعة صلبة. في وقت لاحق ، يتشقق جلد الثمرة المصاب ويتعفن المنطقة المجاورة عند التمام. قد تسقط الثمار والأوراق المصابة من الشجرة مبكرًا. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يهاجم الفطر الأوراق الصغيرة والزهور والأغصان والثمار وتختلف الأعراض وفقًا للأجزاء المصابة بالنبات. عندما تُصاب الأوراق الصغيرة والزهور ، تتطور بقع صغيرة تشبه الفقاعات عليها على الأغصان ومحور الزهرة . تظهر الأعراض على شكل بقع نخرية سوداء ؛ ينتشر المرض بسرعة خلال موسم الأمطار ويغطي الأغصان ومحور الزهرة مما يتسبب في تحولها إلى اللون الأسود وجفافها.
عندما يتعرض الثمر للهجوم ، يتكون عليه بقع سوداء ويصبح لون بشرته مغايرًا. تصبح لب الثمرة تحت البقعة صلبة. في وقت لاحق ، يتشقق جلد الثمرة المصاب ويتعفن المنطقة المجاورة عند التمام. قد تسقط الثمار والأوراق المصابة من الشجرة مبكرًا.",rady
Mango___Bacterial Canker,مانجو,التقرح البكتيرى,"## نظرة عامة 
 يسبب المرض سلالة من بكتيريا Xanthomonas citri. 
يمكن للبكتيريا البقاء حية لمدة تصل إلى 8 أشهر في الأنسجة الحية. يصيب الأشجار من خلال الجروح والفتحات الطبيعية. يمكن للمسببات الفطرية الانتقال من شجرة إلى أخرى أو بين الحقول عن طريق الأمطار المحركة بالرياح أو من خلال الأدوات المستخدمة في أنشطة الإدارة مثل التقليم. بدلاً من ذلك، يتم الانتشار عن طريق المواد النباتية المصابة أو من خلال الاتصال في حالة الثمار. أفضل درجة حرارة للإصابة بالبقعة السوداء البكتيرية تتراوح بين 25 و 30 درجة مئوية. تزيد الرطوبة العالية أيضًا من احتمالية الإصابة. يمكن للحواجز الريحية أو زراعة أنواع الأشجار ذات الأوراق الكثيفة حول البستان تقليل انتشار المرض. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يسبب المرض سلالة من بكتيريا Xanthomonas citri. 
يمكن للبكتيريا البقاء حية لمدة تصل إلى 8 أشهر في الأنسجة الحية. يصيب الأشجار من خلال الجروح والفتحات الطبيعية. يمكن للمسببات الفطرية الانتقال من شجرة إلى أخرى أو بين الحقول عن طريق الأمطار المحركة بالرياح أو من خلال الأدوات المستخدمة في أنشطة الإدارة مثل التقليم. بدلاً من ذلك، يتم الانتشار عن طريق المواد النباتية المصابة أو من خلال الاتصال في حالة الثمار. أفضل درجة حرارة للإصابة بالبقعة السوداء البكتيرية تتراوح بين 25 و 30 درجة مئوية. تزيد الرطوبة العالية أيضًا من احتمالية الإصابة. يمكن للحواجز الريحية أو زراعة أنواع الأشجار ذات الأوراق الكثيفة حول البستان تقليل انتشار المرض.",rady
Mango___Cutting Weevil,مانجو,سوسة عجمة المانجو,"## نظرة عامة 
 يكون شكل الخنفساء البزَّة المانجو البالغة بيضوياً وتمتلك رأسًا مطولًا يشكل خرطومًا. تضع الإناث البيض بلون أبيض كريمي بصورة فردية على الثمار المانجو نصف الناضجة (الخضراء) إلى الناضجة. يتميز نقطة الثقب بشق في قشرة الثمرة مع إفراز بني فاتح. بعد 5-7 أيام، يفقس اليرقات طولها 1 ملم وتحفر في اللحم للوصول إلى بذرة المانجو. عادةً ما يتم العثور على يرقة واحدة تتغذى على كل حجرة، وفي بعض الحالات النادرة، تتغذى وتتحول اليرقة داخل اللب. يخرج الكائن البالغ عادة بعد سقوط الثمار ويخضع لفترة من التوقف عن النمو حتى تظهر ثمار جديدة على الأشجار. عندما تصل المانجو إلى حجم البازلاء، تصبح الكائنات البالغة نشطة مرة أخرى وتبدأ في التغذية على الأوراق والتزاوج. يحدث انتشار الحشرات على مدى بعيد عن طريق نقل الفواكه والبذور والشتلات و / أو الأعمدة التي تحتوي على يرقات أو يرقات متحولة أو بالغة. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يكون شكل الخنفساء البزَّة المانجو البالغة بيضوياً وتمتلك رأسًا مطولًا يشكل خرطومًا. تضع الإناث البيض بلون أبيض كريمي بصورة فردية على الثمار المانجو نصف الناضجة (الخضراء) إلى الناضجة. يتميز نقطة الثقب بشق في قشرة الثمرة مع إفراز بني فاتح. بعد 5-7 أيام، يفقس اليرقات طولها 1 ملم وتحفر في اللحم للوصول إلى بذرة المانجو. عادةً ما يتم العثور على يرقة واحدة تتغذى على كل حجرة، وفي بعض الحالات النادرة، تتغذى وتتحول اليرقة داخل اللب. يخرج الكائن البالغ عادة بعد سقوط الثمار ويخضع لفترة من التوقف عن النمو حتى تظهر ثمار جديدة على الأشجار. عندما تصل المانجو إلى حجم البازلاء، تصبح الكائنات البالغة نشطة مرة أخرى وتبدأ في التغذية على الأوراق والتزاوج. يحدث انتشار الحشرات على مدى بعيد عن طريق نقل الفواكه والبذور والشتلات و / أو الأعمدة التي تحتوي على يرقات أو يرقات متحولة أو بالغة.,rady
Mango___Die Back,مانجو,الموت الرجعي,"## نظرة عامة 
 تستطيع Botryosphaeria rhodina البقاء على قيد الحياة في الأنسجة النخرية للنبات لفترات طويلة. يغزو النظام الوعائي لأشجار المانجو من خلال الجروح في الجذع والفروع. لم يتم فهم الآلية الدقيقة للعدوى بشكل كامل. يُعتقد أن مواقع الدخول المحتملة هي الجروح التي يتسبب بها الحشرات (الخنافس) أو الإصابات الميكانيكية التي تحدث خلال العمل في الحقل. قد يكون مصدر العدوى الأساسي هو البذور في اللحاء الميت للأغصان. تبقى على الأشجار خلال فصل النمو وتنتشر خلال فترة الحصاد. يمكن أن تشجع نقص الحديد والزنك والمنجنيز اندلاع المرض. تم ربط المرض أيضًا بالتوتر المائي والتجمد. يمكن أن يحدث المرض في أي وقت من العام لكنه يكون أكثر وضوحًا خلال مراحل النمو المتأخرة. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",تستطيع Botryosphaeria rhodina البقاء على قيد الحياة في الأنسجة النخرية للنبات لفترات طويلة. يغزو النظام الوعائي لأشجار المانجو من خلال الجروح في الجذع والفروع. لم يتم فهم الآلية الدقيقة للعدوى بشكل كامل. يُعتقد أن مواقع الدخول المحتملة هي الجروح التي يتسبب بها الحشرات (الخنافس) أو الإصابات الميكانيكية التي تحدث خلال العمل في الحقل. قد يكون مصدر العدوى الأساسي هو البذور في اللحاء الميت للأغصان. تبقى على الأشجار خلال فصل النمو وتنتشر خلال فترة الحصاد. يمكن أن تشجع نقص الحديد والزنك والمنجنيز اندلاع المرض. تم ربط المرض أيضًا بالتوتر المائي والتجمد. يمكن أن يحدث المرض في أي وقت من العام لكنه يكون أكثر وضوحًا خلال مراحل النمو المتأخرة.,rady
Mango___Gall Midge,مانجو,ذُبابة العَفْص,"## نظرة عامة 
 تتسبب الأعراض في أنواع مختلفة من الذباب الصغير Procontarinia sp. حيث يبلغ حجم الذباب الصغير البالغ حوالي 1-2 مم ويموتون في غضون 24 ساعة من الظهور بعد الجماع ووضع البيض. يتم وضع البيض على جميع أجزاء الشجرة تقريبًا ، ولكنها توجد بشكل أساسي على الأوراق. عندما يفقس البيض ، تخترق اليرقات الأنسجة وتتسبب في الضرر اعتمادًا على العضو الذي يتأثر به اليرقات. يمكن أن تتسبب الأجزاء الزهرية التي تتغذى عليها في الجفاف والسقوط إلى الأرض بسبب التغذية الواسعة النطاق. تهاجر اليرقات الناضجة أو تسقط على الطبقات العليا من التربة ، حيث تدخل مرحلة الشرنقة. يحدث ظهور الذباب الصغير البالغ عادة في فترة ما بعد الظهر ويتم تفضيله في درجات حرارة منخفضة (20 درجة مئوية) ورطوبة نسبية تتراوح بين 60-82٪. يمكن أن يكون هناك حتى 3-4 أجيال من الآفات خلال فترة من يناير إلى مارس في نصف الكرة الشمالي. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",تتسبب الأعراض في أنواع مختلفة من الذباب الصغير Procontarinia sp. حيث يبلغ حجم الذباب الصغير البالغ حوالي 1-2 مم ويموتون في غضون 24 ساعة من الظهور بعد الجماع ووضع البيض. يتم وضع البيض على جميع أجزاء الشجرة تقريبًا ، ولكنها توجد بشكل أساسي على الأوراق. عندما يفقس البيض ، تخترق اليرقات الأنسجة وتتسبب في الضرر اعتمادًا على العضو الذي يتأثر به اليرقات. يمكن أن تتسبب الأجزاء الزهرية التي تتغذى عليها في الجفاف والسقوط إلى الأرض بسبب التغذية الواسعة النطاق. تهاجر اليرقات الناضجة أو تسقط على الطبقات العليا من التربة ، حيث تدخل مرحلة الشرنقة. يحدث ظهور الذباب الصغير البالغ عادة في فترة ما بعد الظهر ويتم تفضيله في درجات حرارة منخفضة (20 درجة مئوية) ورطوبة نسبية تتراوح بين 60-82٪. يمكن أن يكون هناك حتى 3-4 أجيال من الآفات خلال فترة من يناير إلى مارس في نصف الكرة الشمالي.,rady
Mango___Powdery Mildew,مانجو,البياض الدقيقي,"## نظرة عامة 
 يبقى Oidium mangiferae على قيد الحياة من موسم إلى آخر كمايسيليوم في البراعم الخاملة وكهاوستوريا على الأوراق المصابة القديمة.
بعد الهبوط على أنسجة النبات ، يفقس جسيم العدوى لـ O. mangiferae ، يدخل الفتحة / المسام ثم ينمو. بعد أسبوعين أو ثلاثة أسابيع ، تنمو الأجسام المثمرة من الفتحات وتطلق جسيمات العدوى في الهواء لتنقل إلى النباتات الأخرى أو أجزاء النبات.
عادة ما يستغرق حوالي 7-10 أيام من وقت العدوى لظهور الأعراض.
تنتشر المرض بواسطة جسيمات العدوى المنقولة بالرياح من أشجار المانجو الأخرى أو من داخل غطاء الشجرة المصابة.
يتم تشجيع العدوى الأولية بـ O. mangiferae بواسطة درجات حرارة دافئة ورطوبة نسبية معتدلة ، على الرغم من أن تطور المرض يفضل الظروف الباردة والجافة.
يبقى الفطر تحت الأوراق الكثيفة خلال فترة الخمول. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يبقى Oidium mangiferae على قيد الحياة من موسم إلى آخر كمايسيليوم في البراعم الخاملة وكهاوستوريا على الأوراق المصابة القديمة.
بعد الهبوط على أنسجة النبات ، يفقس جسيم العدوى لـ O. mangiferae ، يدخل الفتحة / المسام ثم ينمو. بعد أسبوعين أو ثلاثة أسابيع ، تنمو الأجسام المثمرة من الفتحات وتطلق جسيمات العدوى في الهواء لتنقل إلى النباتات الأخرى أو أجزاء النبات.
عادة ما يستغرق حوالي 7-10 أيام من وقت العدوى لظهور الأعراض.
تنتشر المرض بواسطة جسيمات العدوى المنقولة بالرياح من أشجار المانجو الأخرى أو من داخل غطاء الشجرة المصابة.
يتم تشجيع العدوى الأولية بـ O. mangiferae بواسطة درجات حرارة دافئة ورطوبة نسبية معتدلة ، على الرغم من أن تطور المرض يفضل الظروف الباردة والجافة.
يبقى الفطر تحت الأوراق الكثيفة خلال فترة الخمول.",rady
Mango___Sooty Mould,مانجو,العفن السخامي,"## نظرة عامة 
 تنتج الفطريات جزئيات فطرية تسمى ""الهيفة"" والتي تكون سطحية وداكنة اللون. ينمو الفطر على الإفرازات السكرية لحشرات النبات. يتشكل ترسب أسود يؤثر على النشاط الضوئي.
ينمو الفطر على سطح الورقة على المواد السكرية التي تفرزها حشرات الجاسيد والأفيديات وحشرات الحجم.
 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","تنتج الفطريات جزئيات فطرية تسمى ""الهيفة"" والتي تكون سطحية وداكنة اللون. ينمو الفطر على الإفرازات السكرية لحشرات النبات. يتشكل ترسب أسود يؤثر على النشاط الضوئي.
ينمو الفطر على سطح الورقة على المواد السكرية التي تفرزها حشرات الجاسيد والأفيديات وحشرات الحجم.
",rady
Orange___Haunglongbing_(Citrus_greening),برتقال,اخضرار الحمضيات,"## نظرة عامة 
 يعد ذلك المرض من الأمراض المعقدة
هناك سلالات متعددة ومضيفين متنوعين وعدة نواقل حشرية وظروف بيئية مختلفة تؤثر على تعبير وانتشار المرض. تعرف ثلاثة أشكال من المرض (الآسيوي والأفريقي والأمريكي)، وترتبط هذه بأنواع وسلالات مختلفة من Liberibactors التي تنتشر عن طريق أنواع مختلفة من نواقل الحشرات المتعلقة بالحمضيات. المسبب الحالي للمرض في الولايات المتحدة هو Candidatus Liberibacter asiaticus. 
تعد معظم أنواع الحمضيات والأصناف والهجائيات معرضة للإصابة بالمرض. 
تشمل النواقل لـ Liberibacters حشرات الحمضيات Diaphorina citri و Trioza erytreae.
 يمكن أيضًا نشر المرض بواسطة تطعيم الزرع. يمكن أن يحدث الانتقال في مشتل الأشجار المثمرة وفي الحقول. تم تحديد المضيفين غير الحمضيات كمضيفين بديلين لـ Liberibacters ونواقل الحمضيات، لكن دورهم لا يزال غير واضح في وبائية المرض. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يعد ذلك المرض من الأمراض المعقدة
هناك سلالات متعددة ومضيفين متنوعين وعدة نواقل حشرية وظروف بيئية مختلفة تؤثر على تعبير وانتشار المرض. تعرف ثلاثة أشكال من المرض (الآسيوي والأفريقي والأمريكي)، وترتبط هذه بأنواع وسلالات مختلفة من Liberibactors التي تنتشر عن طريق أنواع مختلفة من نواقل الحشرات المتعلقة بالحمضيات. المسبب الحالي للمرض في الولايات المتحدة هو Candidatus Liberibacter asiaticus. 
تعد معظم أنواع الحمضيات والأصناف والهجائيات معرضة للإصابة بالمرض. 
تشمل النواقل لـ Liberibacters حشرات الحمضيات Diaphorina citri و Trioza erytreae.
 يمكن أيضًا نشر المرض بواسطة تطعيم الزرع. يمكن أن يحدث الانتقال في مشتل الأشجار المثمرة وفي الحقول. تم تحديد المضيفين غير الحمضيات كمضيفين بديلين لـ Liberibacters ونواقل الحمضيات، لكن دورهم لا يزال غير واضح في وبائية المرض.",rady
Peach___Bacterial_spot,خوخ,التبقع البكتيري,"## نظرة عامة 
 تزيد فرص إصابة الفاكهة والأوراق خلال فترات الأمطار المتكررة في فترة الإزهار المتأخرة والتساقط المبكر للأزهار.
يندر حدوث العدوى خلال الطقس الحار والجاف. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","تزيد فرص إصابة الفاكهة والأوراق خلال فترات الأمطار المتكررة في فترة الإزهار المتأخرة والتساقط المبكر للأزهار.
يندر حدوث العدوى خلال الطقس الحار والجاف.",rady
"Pepper,_bell___Bacterial_spot",فلفل,التبقع البكتيري,"## نظرة عامة 
 يسهل ظهور المرض في الظروف الدافئة والرطبة. يمكن للمسبب الفطري الدخول إلى الحقل على البذور والشتلات، ويمكن نشره داخل الحقل بواسطة الرياح والأمطار الدافئة، وقص النباتات، والرذاذات المحمولة بالهواء. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يسهل ظهور المرض في الظروف الدافئة والرطبة. يمكن للمسبب الفطري الدخول إلى الحقل على البذور والشتلات، ويمكن نشره داخل الحقل بواسطة الرياح والأمطار الدافئة، وقص النباتات، والرذاذات المحمولة بالهواء.,rady
Pomegranate___Powdery_mildew,الرمان,البياض الدقيقي,"## نظرة عامة
 تزداد احتمالية إصابة الثمرة عند هطول الأمطار عند الاقتراب من الحصاد.
## الأعراض
 * 	تظهر بقع دائرية ذات لون فاتح على الأوراق داخل غطاء الشجرة تتحول لتشبه البودرة
* 	قد تتلاقى البقع لتغطي الورقة بالكامل.
* 	إذا كانت العدوى شديدة ، فقد تتشوه الأوراق ويمكن أن تتقزم الأغصان المصابة وتتوقف عن النمو.
* 	قد تحتوي الثمار المصابة على مناطق مغمورة بسطح مستوية تحتوي على هيفيات فطرية (هياكل فطرية خيطية).
## السبب
 فِطْر Podosphaera clandestina
## العلاج
 تعتمد مسألة القضاء على العفن الرمادي في الرمان على استخدام المبيدات الفطرية المناسبة والممارسات الزراعية التي تشجع على التهوية المناسبة حول غطاء الأشجار لتقليل الرطوبة.
",تزداد احتمالية إصابة الثمرة عند هطول الأمطار عند الاقتراب من الحصاد.,rady
PongamiaPinnata___mosaic_virus,بونغاميا ريشية,فيروس تبرقش (موزاييك),"## نظرة عامة 
 مرض الفيروس التصلبي (Mosaic virus disease) هو عدوى فيروسية تؤثر على مجموعة واسعة من النباتات، بما في ذلك الخضروات والفواكه والنباتات الزينة. يتسبب المرض في عدد من الفيروسات المختلفة، بما في ذلك فيروس التبغ التصلبي، فيروس التفاح التصلبي، فيروس الخيار التصلبي، فيروس الطماطم التصلبي، وغيرها.
## الأعراض 
 * وجود بقع أو خطوط على الأوراق.
 * تحول لون الأوراق إلى اللون الأصفر أو فقدان اللون الأخضر الداكن.
 * تقزم النبات وتوقف نموه.
 * تشوه أوراق أو ثمار النبات وتحولها إلى شكل غير طبيعي.
 * تقليل الإنتاجية أو جودة الفاكهة.

## السبب 
 فيروس
## العلاج 
 لا يوجد علاج للمرض ، ويجب حفر النباتات المصابة، بما في ذلك الجذور، ثم حرقها، وذلك لمنع انتشار المرض. الوقاية هي الوسيلة الوحيدة لتفادي المرض. يمكن اتخاذ إجراءات وقائية كتجنب العدوى ونقل الفيروس بين المزارع والحدائق، وذلك عن طريق ممارسات النظافة الجيدة والحفاظ على الأدوات والمعدات المستخدمة نظيفة، واستخدام الأصناف المقاومة للمرض إذا كانت متاحة.
",هو عدوى فيروسية تؤثر على مجموعة واسعة من النباتات.,rady
Potato___Early_blight,بطاطس,اللفحة المبكرة,"## نظرة عامة 
 يفضل ظهور المرض دورات من الظروف الرطبة والجافة مع فترات من الرطوبة العالية وتبلل الأوراق. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يفضل ظهور المرض دورات من الظروف الرطبة والجافة مع فترات من الرطوبة العالية وتبلل الأوراق.,rady
Potato___Late_blight,بطاطس,اللفحة المتأخرة,"## نظرة عامة 
 يمكن للمسبب الفطري البقاء على قيد الحياة لعدة أشهر إلى سنوات في التربة.
تحفز الظروف الرطبة والباردة ظهور المرض.
تعد الدرنات المصابة السبب الرئيسي لانتشار المرض. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يمكن للمسبب الفطري البقاء على قيد الحياة لعدة أشهر إلى سنوات في التربة.
تحفز الظروف الرطبة والباردة ظهور المرض.
تعد الدرنات المصابة السبب الرئيسي لانتشار المرض.",rady
rice___BrownSpot,الأرز,التبقع البني,"## نظرة عامة 
 ينشأ المرض عندما تتلامس بذور مسبب الفطريات Bipolaris oryzae مع نبات الأرز.
يمكن نشر البذور بواسطة الرياح أو المطر، أو يمكن أن تكون موجودة في بقايا النباتات المصابة أو التربة الملوثة. بمجرد وصول البذور على نبات الأرز، تتفجر وتخترق أنسجة الورقة، حيث تشكل بقع صغيرة بيضاوية إلى دائرية بنية أو رمادية اللون يمكن أن تتسع مع مرور الوقت. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","ينشأ المرض عندما تتلامس بذور مسبب الفطريات Bipolaris oryzae مع نبات الأرز.
يمكن نشر البذور بواسطة الرياح أو المطر، أو يمكن أن تكون موجودة في بقايا النباتات المصابة أو التربة الملوثة. بمجرد وصول البذور على نبات الأرز، تتفجر وتخترق أنسجة الورقة، حيث تشكل بقع صغيرة بيضاوية إلى دائرية بنية أو رمادية اللون يمكن أن تتسع مع مرور الوقت.",rady
rice___Hispa,الأرز,خنافس هيسبا,"## نظرة عامة 
 يبدأ مرض الأرز هيسبا عندما تتغذى خنفسة الأرز هيسبا (Dicladispa armigera) على أوراق وسيقان نباتات الأرز، مما يتسبب في تلف أنسجة النبات.
تكون الخنافس الأكثر نشاطًا خلال مراحل نمو وتطور الأرز الأولى، ويترافق نشاطها غالبًا مع بداية موسم الرياح الموسمية (الموسم المناخي الموسمي). 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يبدأ مرض الأرز هيسبا عندما تتغذى خنفسة الأرز هيسبا (Dicladispa armigera) على أوراق وسيقان نباتات الأرز، مما يتسبب في تلف أنسجة النبات.
تكون الخنافس الأكثر نشاطًا خلال مراحل نمو وتطور الأرز الأولى، ويترافق نشاطها غالبًا مع بداية موسم الرياح الموسمية (الموسم المناخي الموسمي).",rady
rice___LeafBlast,الأرز,لفحة الأرز,"## نظرة عامة 
 ينشأ مرض لفحة أوراق الأرز عندما تتلامس بذور مسبب الفطريات Magnaporthe oryzae مع نبات الأرز.
يمكن نشر البذور بواسطة الرياح أو المطر، أو يمكن أن تكون موجودة في بقايا النباتات المصابة أو التربة الملوثة. بمجرد وصول البذور على نبات الأرز، تتفجر وتخترق أنسجة الورقة، حيث تشكل بقع دائرية صغيرة يمكن أن تتسع مع مرور الوقت. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","ينشأ مرض لفحة أوراق الأرز عندما تتلامس بذور مسبب الفطريات Magnaporthe oryzae مع نبات الأرز.
يمكن نشر البذور بواسطة الرياح أو المطر، أو يمكن أن تكون موجودة في بقايا النباتات المصابة أو التربة الملوثة. بمجرد وصول البذور على نبات الأرز، تتفجر وتخترق أنسجة الورقة، حيث تشكل بقع دائرية صغيرة يمكن أن تتسع مع مرور الوقت.",rady
Squash___Powdery_mildew,قرع,البياض الدقيقي,"## نظرة عامة 
 يحفزالطقس الجاف والرطوبة النسبية العالية ظهور المرض. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يحفزالطقس الجاف والرطوبة النسبية العالية ظهور المرض.,rady
Strawberry___Leaf_scorch,فراولة,التبقع الزاوى,"## نظرة عامة 
 يفضل ظهور المرض التبلل المطول للأوراق بالماء. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
",يفضل ظهور المرض التبلل المطول للأوراق بالماء.,rady
Tomato___Bacterial_spot,طماطم,التبقع البكتيري,"## نظرة عامة 
 تبقى البكتيريا على بقايا المحاصيل.
يفضل ظهور المرض الحرارة العالية والطقس الرطب.
تتشابه الأعراض كثيرًا مع أمراض الطماطم الأخرى ولكن ستتسبب بقع البكتيريا فقط في تسريب إفرازات البكتيريا عند قطع الورقة.
يتم نشر المرض عن طريق البذور المصابة والأمطار الدافئة ، والشتلات المصابة أو التربة الملوثة.
يدخل البكتيريا إلى النبات من خلال أي فتحات طبيعية على الأوراق أو أي فتحات ناتجة عن إصابة الأوراق. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","تبقى البكتيريا على بقايا المحاصيل.
يفضل ظهور المرض الحرارة العالية والطقس الرطب.
تتشابه الأعراض كثيرًا مع أمراض الطماطم الأخرى ولكن ستتسبب بقع البكتيريا فقط في تسريب إفرازات البكتيريا عند قطع الورقة.
يتم نشر المرض عن طريق البذور المصابة والأمطار الدافئة ، والشتلات المصابة أو التربة الملوثة.
يدخل البكتيريا إلى النبات من خلال أي فتحات طبيعية على الأوراق أو أي فتحات ناتجة عن إصابة الأوراق.",rady
Tomato___Early_blight,طماطم,اللفحة المبكرة,"## نظرة عامة 
 يمكن أن ينتشر المرض بسرعة بعد إنتاج الفاكهة.
تعد حركة البذور المحمولة بالهواء والاتصال بالتربة الملوثة سبب انتشار المرض. 
## الأعراض 
 nan 
## السبب 
 nan 
## العلاج 
 nan 
","يمكن أن ينتشر المرض بسرعة بعد إنتاج الفاكهة.
تعد حركة البذور المحمولة بالهواء والاتصال بالتربة الملوثة سبب انتشار المرض.",rady
