id,Plants,Diseases,Content,overview,code
Mango___Bacterial Canker,Mango,Bacterial Canker,"## Overview 
 The disease is caused by a strain of the bacteria Xanthomonas citri. It can survive up to 8 months in living tissues. It infects trees through wounds and natural openings. The pathogens can spread from tree to tree or between fields by wind-driven rain or through implements used for management activities such as pruning. Alternatively, the spreading occurs via infected plant material or through contact in the case of fruits. The most favorable temperature for an infection with bacterial black spot is between 25 and 30 °C. High humidity also fosters infections. Windbreaks or the planting of tree species with dense foliage around the orchard can reduce the spreading of the disease. 
## Symptoms 
 The disease is noticed on leaves, leaf stalks, stems, twigs, branches and fruits, initially producing water soaked lesions, later turning into typical canker.
On leaves, water soaked irregular satellite to angular raised lesions measuring 1-4 mm in diameter are formed. These lesions are light yellow in colour, initially with yellow halo but with age enlarge or coalesce to form irregular necrotic cankerous patches with dark brown colour.
On fruits, water-soaked, dark brown to black coloured lesions are observed which gradually developed into cankerous, raised or flat spots. These spots grow bigger usually up to 1 to 5 mm in diameter, which covers / almost the whole fruit.
These spots often, burst extruding gummy substances containing highly contagious bacterial cells. 
## Cause 
 Bacterium ( Xanthomonas campestris ) 
## Tips 
 Prune flowering trees during blooming when wounds heal fastest.
Remove wilted or dead limbs well below infected areas.
Avoid pruning in early spring and fall when bacteria are most active.
Treat all pruning cuts immediately with Tanglefoot® Tree Pruning Sealer and make sure to disinfect your pruning equipment — one part bleach to 4 parts water — after each cut.
If using string trimmers around the base of trees avoid damaging bark with breathable Tree Wrap to prevent infection.
Brush bark with white latex paint diluted with water to reduce bark-damaging temperature fluctuations.
Research has shown that copper fungicides have some success against this stone fruit problem. However, results are inconsistent. We recommend using it as one part of a total management program.
Remove weeds and grass from around the base of young trees to improve air circulation and keep the trunk and crown dry.
Organocide® Plant Doctor is an earth-friendly systemic fungicide that works its way through the entire plant to combat a large number of diseases on ornamentals, turf, fruit and more. Mix 1/3 to 3/4 oz per gallon of water and paint or spray over pruning wounds and surrounding areas. 
","The disease is caused by a strain of the bacteria Xanthomonas citri. It can survive up to 8 months in living tissues. It infects trees through wounds and natural openings. The pathogens can spread from tree to tree or between fields by wind-driven rain or through implements used for management activities such as pruning. Alternatively, the spreading occurs via infected plant material or through contact in the case of fruits. The most favorable temperature for an infection with bacterial black spot is between 25 and 30 °C. High humidity also fosters infections. Windbreaks or the planting of tree species with dense foliage around the orchard can reduce the spreading of the disease.",rady
Mango___Cutting Weevil,Mango,Cutting Weevil,"## Overview 
 Adult mango nut weevil is an oval-shaped beetle with an elongated head that forms a snout. Female lay creamy-white, elliptical eggs singly on half mature (green) to ripe mango fruit. The puncture point is characterized by an incision on the fruit peel along with a light brown secretion. After 5-7 days, 1 mm long larvae hatch and tunnel through the flesh to reach the mango seeds. Usually, one larva is found feeding on each stone, sometimes up to 5. In some rare cases, the larvae will feed and pupate in the pulp. Adults usually emerge after fruits fall and undergo a period of suspended growth until new fruits appear on trees. When mangoes reach pea-size, they become active again and start feeding on leaves and mating. Long-range spreading of the bugs occurs through the transport of fruit, seeds, seedlings and/or cuttings containing larvae, pupae or adults. 
## Symptoms 
 Tunneling: Mango cutting weevil larvae tunnel into the trunk, branches, and fruit of the mango tree, causing extensive damage.
Wilting: Infested branches may wilt and die, leading to a reduction in tree vigor.
Fruit drop: Infested fruits may drop prematurely, leading to reduced yield.
Entry holes: Adult weevils may leave entry holes on the trunk and branches of the mango tree.
Sawdust: Infested areas may have sawdust-like material, which is the result of weevil feeding and tunneling.
  
## Cause 
 Insect ( Sternochetus mangiferae beetle ) 
## Tips 
 Destroying the affected fruits and exposing the hibernating weevils by digging the soil
Spraying the trees with Fenthion (0.01%) 
","Adult mango nut weevil is an oval-shaped beetle with an elongated head that forms a snout. Female lay creamy-white, elliptical eggs singly on half mature (green) to ripe mango fruit. The puncture point is characterized by an incision on the fruit peel along with a light brown secretion. After 5-7 days, 1 mm long larvae hatch and tunnel through the flesh to reach the mango seeds. Usually, one larva is found feeding on each stone, sometimes up to 5. In some rare cases, the larvae will feed and pupate in the pulp. Adults usually emerge after fruits fall and undergo a period of suspended growth until new fruits appear on trees. When mangoes reach pea-size, they become active again and start feeding on leaves and mating. Long-range spreading of the bugs occurs through the transport of fruit, seeds, seedlings and/or cuttings containing larvae, pupae or adults.",rady
Mango___Die Back,Mango,Die Back,"## Overview 
 Botryosphaeria rhodina survives in plant necrotic tissue for long periods of time. It invades the vascular system of mango trees through wounds in the trunk and branches. The precise mechanism for the infection is not fully understood. Possible entry sites are wounds inflicted by insects (beetles) or mechanical injuries that occured during field work. The primary source of infection might be spores in the dead bark of twigs. They remain on the trees during the growing season and spread during the harvest period. Deficiency in iron, zinc and manganese may favor the outbreak of the disease. Water and freezing stress have also been related to this disease. The disease can occur at any time of the year but it is most conspicuous during late growth stages. 
## Symptoms 
 Infection of mango trees with the fungus Botryosphaeria rhodina manifests itself in dry twigs and can lead to complete defoliation. During the first stage of the disease, the barks become discolored and turn darker. In the following stages, young twigs start withering at the base, extending outwards until the leaves become affected. As the veins turn brown, leaves curl upwards and eventually fall off the tree. In the final stages of dieback, twigs and branches secrete gum. Initially, small gum droplets become visible, but as the disease progresses the entire branch or trunk may be covered. In severe cases, the tree bark or whole branches die and crack. 
  
## Cause 
 Fungus ( Lasiodiplodia theobromae , Colletotrichum gloeosporioides , Fusarium moniliforme ) 
## Tips 
 Measures such as the sterilization of budding knives, placement of budded trees in a dry environment, and gradual exposure to full sunlight have been suggested to control the dieback of grafted seedlings.
The disease can be controlled by pruning diseased twigs 2-3 inches below the affected portion and spraying Copper Oxychloride (0.3%) on infected trees. Copper Oxychloride (0.3%) is pasted on the cut ends of pruned twigs.
  
","Botryosphaeria rhodina survives in plant necrotic tissue for long periods of time. It invades the vascular system of mango trees through wounds in the trunk and branches. The precise mechanism for the infection is not fully understood. Possible entry sites are wounds inflicted by insects (beetles) or mechanical injuries that occured during field work. The primary source of infection might be spores in the dead bark of twigs. They remain on the trees during the growing season and spread during the harvest period. Deficiency in iron, zinc and manganese may favor the outbreak of the disease. Water and freezing stress have also been related to this disease. The disease can occur at any time of the year but it is most conspicuous during late growth stages.",rady
Mango___Gall Midge,Mango,Gall Midge,"## Overview 
 The symptoms are caused by different species of midges, Procontarinia sp. Adult midges are 1-2 mm in size and die within 24 hours of emergence after copulation and egg deposition. Eggs are laid on almost all tree parts, but they are predominantly found on leaves. When they hatch, the larvae penetrate the tissues and inflict damage depending on the organ they affect. Floral parts that are fed upon can consequently dry up and fall to the ground due to extensive feeding. Mature larvae migrate or fall onto the upper soil layers, where they enter the pupal stage. The emergence of adults usually takes place in the afternoon and is favored by cool temperatures (20°C) and 60-82% relative humidity. There can be up to 3-4 pest generations over the period of January to March in the northern hemisphere.  
## Symptoms 
 The symptoms appear predominantly on the leaves, but occasionally also on the buds, inflorescences and young fruits of mango trees. The parts infested by this midge become covered with many small, raised galls or blisters. Each wart-like blister or gall is 3-4 mm in size and contains a yellow larva that feeds on tree tissue. In the early stages, the site of egg deposition appears as a small red spot. Heavily-affected leaves may deform, show reduced photosynthesis, and drop prematurely.  Infested inflorescences may be unable to open. The small exit holes on the underside of leaves are remnants due to larval presence. These exit lesions may result in secondary fungal infections. Young fruits also display exit holes at the base of the stem. Severely infected mango shoots have almost no inflorescence, which can considerably reduce the yield.  
## Cause 
 Insect ( Procontarinia matteiana fly ) 
## Tips 
 Planting resistant mango varieties
Maintenance of field hygiene/ sanitation
Proper weed control (weeds are alternate hosts of the pests)
Pruning the infested branches
Mixed and intercropping farming reduces the pest population
Ploughing of the orchards exposes pupating and diapausing larvae to sun heat which kills them
Avoid movement of infested plants to new areas
Hand-picking the midges, especially if the population is not dense
Use of sticky traps to catch the flies
It is highly advisable to always mix the insecticide with INTEGRA 3ml/20l whenever spraying. This is a sticker, wetter, spreader and penetrant which greatly improves the efficacy of the chemical
Alternating the insecticides during the crop’s season helps in preventing resistance build up by the pest, which would be if a single chemical was used.
Timely control of the pest is very critical. 
","The symptoms are caused by different species of midges, Procontarinia sp. Adult midges are 1-2 mm in size and die within 24 hours of emergence after copulation and egg deposition. Eggs are laid on almost all tree parts, but they are predominantly found on leaves. When they hatch, the larvae penetrate the tissues and inflict damage depending on the organ they affect. Floral parts that are fed upon can consequently dry up and fall to the ground due to extensive feeding. Mature larvae migrate or fall onto the upper soil layers, where they enter the pupal stage. The emergence of adults usually takes place in the afternoon and is favored by cool temperatures (20°C) and 60-82% relative humidity. There can be up to 3-4 pest generations over the period of January to March in the northern hemisphere. ",rady
Mango___Powdery Mildew,Mango,Powdery Mildew,"## Overview 
 Oidium mangiferae survives from one season to the next as mycelium in dormant buds and as haustoria on old infected leaves.
After landing on the plant tissue, a conidium of O. mangiferae germinates, enters a stoma/pore and then grows. After two or three weeks, the fruiting bodies grow out of the stomata and release conidia into the air, to be carried to other plants or plant parts.
It usually takes about 7-10days from the time of infection to development of symptoms.
The disease is spread by wind-borne conidia from other mango trees or from within an infected tree’s canopy.
Initial infection with O. mangiferae is promoted by warm temperatures and moderate relative humidity, although development of the disease is favoured by cool, dry conditions.
The fungus survives under dense foliage during off-season. 
## Symptoms 
 The characteristic symptom of the disease is the white superficial powdery fungal growth on leaves, stalks of panicles, flowers and young fruits.
The affected flowers and fruits drop pre-maturely reducing the crop load considerably or might even prevent the fruit set.
The fungus parasitizes young tissues of all parts of the inflorescence, leaves and fruits.
Young leaves are attacked on both the sides but it is more conspicuous on the grower surface. Often these patches coalesce and occupy larger areas turning into purplish brown in colour
  
## Cause 
 Fungus ( Oidium mangiferae ) 
## Tips 
 Chemical Control Methods:
Alternate spraying of Wettable sulfur 0.2 percent (2 g Sulfex/liter), Tridemorph O.1 percent (1 ml Calixin/liter), and Bavistin at 0.1 % at 15 days intervals are recommended for effective control of this disease. The first spray should be given at the panicle emergence stage. 
","Oidium mangiferae survives from one season to the next as mycelium in dormant buds and as haustoria on old infected leaves.
After landing on the plant tissue, a conidium of O. mangiferae germinates, enters a stoma/pore and then grows. After two or three weeks, the fruiting bodies grow out of the stomata and release conidia into the air, to be carried to other plants or plant parts.
It usually takes about 7-10days from the time of infection to development of symptoms.
The disease is spread by wind-borne conidia from other mango trees or from within an infected tree’s canopy.
Initial infection with O. mangiferae is promoted by warm temperatures and moderate relative humidity, although development of the disease is favoured by cool, dry conditions.
The fungus survives under dense foliage during off-season.",rady
Mango___Sooty Mould,Mango,Sooty Mould,"## Overview 
 The fungi produce mycelium which is superficial and dark. They row on sugary secretions of the plant hoppers. Black encrustation is formed which affect the photosynthetic activity.
The fungus grows on the leaf surface on the sugary substances secreted by jassids, aphids and scale insects.
  
## Symptoms 
 The disease is common in the orchards where mealy bug, scale insect and hopper are not controlled efficiently.
The disease in the field is recognized by the presence of a black velvety coating, i.e., sooty mould on the leaf surface. In severe cases the trees turn completely black due to the presence of mould over the entire surface of twigs and leaves.
The severity of infection depends on the honey dew secretion by the above said insects. Honey dew secretions from insects sticks to the leaf surface and provide necessary medium for fungal growth.
  
## Cause 
 Fungus ( black, sooty mold ) 
## Tips 
 Pruning of affected branches and their prompt destruction, followed by spraying of Wettasulf (0.2% )+ Metacid (0.1 %)+ gum acacia (0.3%), helps to control the disease.
The fungal growth can be checked by spraying with 0.2% wettable sulfur.
Pruning of affected branches and their prompt destruction prevents the spread of the disease.
Spraying of 2% starch is found effective. 
","The fungi produce mycelium which is superficial and dark. They row on sugary secretions of the plant hoppers. Black encrustation is formed which affect the photosynthetic activity.
The fungus grows on the leaf surface on the sugary substances secreted by jassids, aphids and scale insects.
 ",rady
Orange___Haunglongbing_(Citrus_greening),Orange,Huanglongbing (Citrus greening),"## Overview 
 Huanglongbing has a complex pathosystem (an ecosystem based on parasitism).
There are multiple strains, diverse hosts, several insect vectors, and different environmental conditions that affect the expression and spread of the disease.
Three forms of the disease are known (Asian, African, and American), and these are associated with different species and strains of Liberibactors that are disseminated by different species of citrus psyllid insect vectors.
The pathogen currently found in the US is Candidatus Liberibacter asiaticus.
Most citrus species, cultivars, and hybrids are susceptible to the disease.
Vectors of the Liberibacters include citrus psyllids Diaphorina citri and Trioza erytreae.
Huanglongbing can also be spread by grafting.
Transmission can occur in the nursery and in the orchard.
Non-citrus hosts have been identified as alternate hosts for the Liberibacters and the citrus psyllids, but their role is still unclear in the epidemiology of the disease. 
## Symptoms 
 Leaf symptoms of citrus greening include yellowing of one limb or one area of canopy, yellowing of leaf veins; 
blotchy mottling and/or green islands (spots) surrounded by completely yellow leaf tissue; 
twig and limbs begin to die back; 
fruits may drop prematurely and are often mishappen and lopsided; 
fruit has a bitter, salty taste. 
## Cause 
 Bacteria 
## Tips 
 Although dusting sulfur at 10-15 days intervals is effective, the treatment may cause handling hazards and toxicity in hot weather. 
","Huanglongbing has a complex pathosystem (an ecosystem based on parasitism).
There are multiple strains, diverse hosts, several insect vectors, and different environmental conditions that affect the expression and spread of the disease.
Three forms of the disease are known (Asian, African, and American), and these are associated with different species and strains of Liberibactors that are disseminated by different species of citrus psyllid insect vectors.
The pathogen currently found in the US is Candidatus Liberibacter asiaticus.
Most citrus species, cultivars, and hybrids are susceptible to the disease.
Vectors of the Liberibacters include citrus psyllids Diaphorina citri and Trioza erytreae.
Huanglongbing can also be spread by grafting.
Transmission can occur in the nursery and in the orchard.
Non-citrus hosts have been identified as alternate hosts for the Liberibacters and the citrus psyllids, but their role is still unclear in the epidemiology of the disease.",rady
Peach___Bacterial_spot,Peach,Bacterial spot,"## Overview 
 Periods of frequent rainfall during late bloom and early petal drop increase the likelihood of fruit and leaf infection.
The infection is rare during hot, dry weather. 
## Symptoms 
 Water soaked, angular gray lesions on the underside of the leaves which turn purple and necrotic in the center and cause a shot hole appearance if lesion center drops out;
if lesions are present in high numbers on leaves they may become chlorotic and drop from tree;
cankers develop on twigs either as raised blisters or as a dark area surrounding a bud that fails to open;
in years of severe infection the entire fruit crop may be lost;
lesions on fruit begin as small brown, water-soaked lesions which may exude gum. 
## Cause 
 Bacteria 
## Tips 
 Sprays can achieve adequate control with 0.2 percent wettable sulfur. 
","Periods of frequent rainfall during late bloom and early petal drop increase the likelihood of fruit and leaf infection.
The infection is rare during hot, dry weather.",rady
"Pepper,_bell___Bacterial_spot","Pepper,_bell",Bacterial spot,"## Overview 
 Disease emergence favored by warm, wet conditions.
The pathogen can enter a field on seed and transplants and can be spread within a field by wind-driven rain, clipping plants, and aerosols. 
## Symptoms 
 Water-soaked lesions that dry out and turn brown forming on the underside of the leaves;
raised brown cankers on stems;
cracked brown lesions on fruit. 
## Cause 
 Bacteria 
## Tips 
 nan 
","Disease emergence favored by warm, wet conditions.
The pathogen can enter a field on seed and transplants and can be spread within a field by wind-driven rain, clipping plants, and aerosols.",rady
Pomegranate___Powdery_mildew,Pomegranate,Powdery mildew,"## Overview 
 Infection of fruit is more likely if there are rainfalls close to harvest.
 ## Symptoms
  * Light-colored circular lesions on leaves inside the tree canopy which develop a powdery appearance.
 * Lesions may coalesce to cover the leaf.
 * If the infection is severe, leaves may blister and infected shoots may be distorted and stunted.
 * Infected fruits may have slightly depressed areas on the surface containing fungal hyphae (filamentous fungal structures).
 ## Cause
  Fungus Podosphaera clandestina
 ## Tips
  Management of powdery mildew in pomegranate is reliant on the application of appropriate fungicides and cultural practices which promote good air circulation around tree canopies to lower humidity.
 ",Infection of fruit is more likely if there are rainfalls close to harvest.,rady
PongamiaPinnata___mosaic_virus,Pongamia Pinnata,mosaic virus,"## Overview 
 Mosaic virus disease is a viral infection that affects a wide range of plants, including vegetables, fruits, and ornamental plants. The disease is caused by several different viruses, including tobacco mosaic virus, cucumber mosaic virus, and tomato mosaic virus, among others.
## Symptoms 
 *	Mottled or streaked leaves.
 *	Yellowing of the leaves.
 *	Stunted growth.
 *	Deformed or distorted leaves or fruits.
 *	Reduced yield or quality of the fruit.
 
## Cause 
 Virus
## Tips 
 There is no cure for Mosaic Virus, diseased plants should be dug up, roots and all, then burnt. Prevention is the only measure you can take with this disease.
",Mosaic virus disease is a viral infection that affects a wide range of plants. ,rady
Potato___Early_blight,Potato,Early blight,"## Overview 
 Disease emergence favors cycles of wet and dry conditions with periods of high humidity and leaf wetness. 
## Symptoms 
 Dark lesions with yellow border which may form concentric rings of raised and sunken tissue on the leaves and stems;
lesions initially circular but become angular;
leaves become necrotic but remain attached to plant;
dark, dry lesions on tubers with leathery or corky texture and watery yellowy green margins. 
## Cause 
 Fungus 
## Tips 
 Removal of fallen leaves, inflorescences, and malformed fruits from the tree base 
",Disease emergence favors cycles of wet and dry conditions with periods of high humidity and leaf wetness.,rady
Potato___Late_blight,Potato,Late blight,"## Overview 
 The pathogen can survive for several months to years in the soil.
The emergence of disease is favored by moist, cool conditions.
Infected tubers are a major cause of spreading the disease. 
## Symptoms 
 Irregularly shaped spreading brown lesions on leaves with distinctive white fluffy sporulation at lesion margins on the underside of the leaf in wet conditions.
In dry condition the lesions dry up and go dark brown with collapsed tissue;
water-soaked dark green to brown lesions on stems also with characteristic white sporulation;
later in infection leaves and petioles completely rotted;
severely affected plants may have an slightly sweet distinctive odor;
red-brown firm lesions on tubers extending several centimeters into tissue;
lesions may be slightly sunken in appearance and often lead to secondary bacterial rots. 
## Cause 
 Oomycete 
## Tips 
 Use of tolerant/resistant varieties 
","The pathogen can survive for several months to years in the soil.
The emergence of disease is favored by moist, cool conditions.
Infected tubers are a major cause of spreading the disease.",rady
rice___BrownSpot,Rice,Brown Spot,"## Overview 
 Rice Brown Spot disease starts when spores of the fungal pathogen Bipolaris oryzae come into contact with a rice plant. The spores can be spread by wind or rain, or they can be present in infected plant debris or soil. Once the spores land on a rice plant, they germinate and penetrate the leaf tissue, where they form small, oval to circular, brownish or grayish spots that can enlarge over time. 
## Symptoms 
 * Small, oval to circular, brownish or grayish spots that appear on the leaves.
* The spots may have a yellow halo around them.
* The spots can coalesce to form larger lesions, which can cause defoliation.
* The infected leaves may turn yellow and drop off prematurely.
* The disease can also affect rice panicles, causing them to shrivel and turn brown. 
## Cause 
 Fungal pathogen( Bipolaris oryzae ) 
## Tips 
 Proper weed control 
","Rice Brown Spot disease starts when spores of the fungal pathogen Bipolaris oryzae come into contact with a rice plant. The spores can be spread by wind or rain, or they can be present in infected plant debris or soil. Once the spores land on a rice plant, they germinate and penetrate the leaf tissue, where they form small, oval to circular, brownish or grayish spots that can enlarge over time.",rady
rice___Hispa,Rice,Hispa,"## Overview 
 Rice Hispa disease starts when rice hispa beetles (Dicladispa armigera) feed on the leaves and stems of rice plants, causing damage to the plant tissue. The beetles are most active during the early stages of rice growth and development, and their activity is often associated with the onset of the monsoon season. 
## Symptoms 
 * Small, elongated, and irregular holes on the leaves.
* White, yellow, or brownish streaks on the leaves.
* Curled and distorted leaves.
* Stunted growth of the rice plant.
* Presence of small, black beetles on the leaves and stems.
* The beetles can also cause damage to the rice panicles, resulting in reduced yield. 
## Cause 
 Insect( Rice hispa beetle ) 
## Tips 
 Minimizing field movements from infected areas to non-infected zones 
","Rice Hispa disease starts when rice hispa beetles (Dicladispa armigera) feed on the leaves and stems of rice plants, causing damage to the plant tissue. The beetles are most active during the early stages of rice growth and development, and their activity is often associated with the onset of the monsoon season.",rady
rice___LeafBlast,Rice,Leaf Blast,"## Overview 
 Rice leaf blast disease starts when spores of the fungal pathogen Magnaporthe oryzae come into contact with a rice plant. The spores can be spread by wind or rain, or they can be present in infected plant debris or soil. Once the spores land on a rice plant, they germinate and penetrate the leaf tissue, where they form small, circular lesions that can expand over time. 
## Symptoms 
 Leaf lesions: Small brown or grayish spots that appear on leaves, which can enlarge and merge to form larger lesions.
Collar rot: The fungus can infect the collar region of the rice stem, causing the stem to rot and break.
Neck blast: The fungus can infect the neck region of the rice stem, causing the stem to break, and the panicles to drop off.
Leaf blast: The fungus can infect the leaf tips, causing them to turn brown and die.
Sheath rot: The fungus can infect the sheath of the rice plant, causing it to rot, which can lead to reduced growth and yield.
Spikelet blast: The fungus can infect the developing rice grain, causing it to turn brown and shrivel up. 
## Cause 
 Fungal pathogen ( Magnaporthe oryzae ) 
## Tips 
 Ensuring proper spacing of the trees 
","Rice leaf blast disease starts when spores of the fungal pathogen Magnaporthe oryzae come into contact with a rice plant. The spores can be spread by wind or rain, or they can be present in infected plant debris or soil. Once the spores land on a rice plant, they germinate and penetrate the leaf tissue, where they form small, circular lesions that can expand over time.",rady
Squash___Powdery_mildew,Squash,Powdery mildew,"## Overview 
 Disease emergence is favored by dry weather and high relative humidity. 
## Symptoms 
 White powdery growth on the upper surfaces of leaves and stems;
infected areas stunted and distorted. 
## Cause 
 Fungus 
## Tips 
 Plant in sites with good air circulation and sun exposure;
do not overcrowd plants;
sanitize equipment regularly. 
",Disease emergence is favored by dry weather and high relative humidity.,rady
Strawberry___Leaf_scorch,Strawberry,Angular Leaf scorch,"## Overview 
 Disease emergence is favored by wet foliage for extended periods of time. 
## Symptoms 
 Irregular dark purple or brown blotches on upper leaf surface which may colaesce to produce large purplish brown patches;
tissue between blotches may turn purple or red;
lesions may also develop on flowers and fruits;
affected petals may wither and drop from plant;
lesions may girdle peduncles causing death of fruit. 
## Cause 
 Fungus 
## Tips 
 Plant resistant varieties;
regular renewal of plants;
plant in an area with good air circulation and drainage in full sun;
remove all foliage from plants at harvest;
application of appropriate foliar fungicide may be required to provide control. 
",Disease emergence is favored by wet foliage for extended periods of time.,rady
Tomato___Bacterial_spot,Tomato,Bacterial spot,"## Overview 
 Bacteria survive on crop debris.
Disease emergence is favored by warm temperatures and wet weather.
Symptoms are very similar to other tomato diseases but only bacterial spots will cause a cut leaf to ooze bacterial exudate.
The disease is spread by infected seeds, wind-driven rain, diseased transplants, or infested soil.
Bacteria enter the plant through any natural openings on the leaves or any openings caused by injury to the leaves. 
## Symptoms 
 Bacterial spot lesions starts out as small water-soaked spots;
lesions become more numerous and coalesce to form necrotic areas on the leaves giving them a blighted appearance;
of leaves drop from the plant severe defoliation can occur leaving the fruit susceptible to sunscald;
mature spots have a greasy appearance and may appear transparent when held up to light;
centers of lesions dry up and fall out of the leaf;
blighted leaves often remain attached to the plant and give it a blighted appearance;
fruit infections start as a slightly raised blister;
lesions may have a faint halo which eventually disappears;
lesions on fruit may have a raised margin and sunken center which gives the fruit a scabby appearance. 
## Cause 
 Bacteria 
## Tips 
 Use only certified seed and healthy transplants;
remove all crop debris from planting area;
do not use sprinkler irrigation, instead water from base of plant;
rotate crops. 
","Bacteria survive on crop debris.
Disease emergence is favored by warm temperatures and wet weather.
Symptoms are very similar to other tomato diseases but only bacterial spots will cause a cut leaf to ooze bacterial exudate.
The disease is spread by infected seeds, wind-driven rain, diseased transplants, or infested soil.
Bacteria enter the plant through any natural openings on the leaves or any openings caused by injury to the leaves.",rady
Tomato___Early_blight,Tomato,Early blight,"## Overview 
 The disease can spread rapidly after plants have set fruit.
The movement of air-borne spores and contact with infested soil are causes for the spread of the disease. 
## Symptoms 
 Early blight symptoms start as oval shaped lesions with a yellow chlorotic region across the lesion; 
concentric leaf lesions may be seen on infected leaves;
leaf tissue between veins is destroyed; 
severe infections can cause leaves to completely collapse; 
as the disease progresses leaves become severely blighted leading to reduced yield; 
tomato stems may become infected with the fungus leading to Alternaria stem canker;
initial symptoms of of stem canker are the development of dark brown regions on the stem; 
stem cankers may enlarge to girdle the whole stem resulting in the death of the whole plant; 
brown streaks can be found in the vascular tissue above and below the canker region; 
fruit symptoms include small black v-shaped lesions at the shoulders of the fruit (the disease is also known black shoulder); 
lesions may also appear on the fruit as dark flecks with concentric ring pattern; 
fruit lesions can seen in the field or may develop during fruit transit to the market; 
the lesions may have a velvety appearance caused by sporulation of the fungus. 
## Cause 
 Fungus 
## Tips 
 Apply appropriate fungicide at first sign of disease;
destroy any volunteer solanaceous plants (tomato, potato, nightshade etc);
practice crop rotation. 
","The disease can spread rapidly after plants have set fruit.
The movement of air-borne spores and contact with infested soil are causes for the spread of the disease.",rady
Tomato___Leaf_Mold,Tomato,Leaf Mold,"## Overview 
 * The disease is favored by high relative humidity.
* Also a common disease in greenhouse tomato crops. 
## Symptoms 
 The older leaves exhibit pale greenish to yellow spots (without distinguishable margins) on upper surface.
Whereas the lower portion of this spots exhibit green to brown velvety fungal growth.
As the disease progress the spots may coalesce and appear brown.
The infected leaves become wither and die but stay attached to the plant.
The fungus also infects flowers and fruits.
The affected flowers become black and drop off.
The affected fruit intially shows smooth black irregular area on the stem end but later it becomes sunken, leathery and dry. 
## Cause 
 Fungus 
## Tips 
 Grow available resistant varieties.
Avoid leaf wetting and overhead application of water.
Follow proper spacing to provide good air circulation around the plants.
Remove the infected plant debris and burn them.
If the disease is severe scary suitable fungicide. 
","* The disease is favored by high relative humidity.
* Also a common disease in greenhouse tomato crops.",rady
Tomato___Late_blight,Tomato,Late blight,"## Overview 
 Can devastate tomato plantings. 
## Symptoms 
 Late blight affects all aerial parts of the tomato plant;
initial symptoms of the disease appear as water-soaked green to black areas on leaves which rapidly change to brown lesions;
fluffy white fungal growth may appear on infected areas and leaf undersides during wet weather;
as the disease progresses, foliage becomes becomes shriveled and brown and the entire plant may die;
fruit lesions start as irregularly shaped water soaked regions and change to greasy spots;
entire fruit may become infected and a white fuzzy growth may appear during wet weather. 
## Cause 
 Oomycete 
## Tips 
 Plant resistant varieties;
if signs of disease are present or if rainy conditions are likely or if using overhead irrigation appropriate fungicides should be applied. 
",Can devastate tomato plantings.,rady
Tomato___Septoria_leaf_spot,Tomato,Septoria leaf spot,"## Overview 
 * Spread by water splash.
* The fungus overwinters in plant debris. 
## Symptoms 
 Symptoms may occur at any stage of tomato development and begin as small, water-soaked spots or circular grayish-white spots on the underside of older leaves;
spots have a grayish center and a dark margin and they may colasece;
fungal fruiting bodies are visible as tiny black specks in the center of spot;
spots may also appear on stems, fruit calyxes, and flowers. 
## Cause 
 Fungus Septoria lycopersici 
## Tips 
 Ensure all tomato crop debris is removed and destroyed in Fall or plowed deep into soil;
plant only disease-free material;
avoid overhead irrigation;
stake plants to increase air circulation through the foliage;
apply appropriate fungicide if necessary. 
","* Spread by water splash.
* The fungus overwinters in plant debris.",rady
Tomato___Spider_mites_Two-spotted_spider_mite,Tomato,Spider mites Two-spotted spider mite,"## Overview 
 Spider mites thrive in dusty conditions;
water-stressed plants are more susceptible to attack. 
## Symptoms 
 Leaves stippled with yellow;
leaves may appear bronzed;
webbing covering leaves;
mites may be visible as tiny moving dots on the webs or underside of leaves, best viewed using a hand lens;
usually not spotted until there are visible symptoms on the plant;
leaves turn yellow and may drop from plant. 
## Cause 
 Arachnid 
## Tips 
 In the home garden, spraying plants with a strong jet of water can help reduce buildup of spider mite populations;
if mites become problematic apply insecticidal soap to plants;
certain chemical insecticides may actually increase mite populations by killing off natural enemies and promoting mite reproduction. 
","Spider mites thrive in dusty conditions;
water-stressed plants are more susceptible to attack.",rady
Tomato___Target_Spot,Tomato,Target Spot,"## Overview 
 The pathogen infects cucumber, pawpaw , ornamental plants, some weed species etc.
The damaged fruits are susceptible for this disease. 
## Symptoms 
 The fungus infects all parts of plant.
Infected leaves shows small, pinpoint, water soaked spots initially.
As the disease progress the spots enlarge to become necrotic lesions with conspicuous concentric circles, dark margins and light brown centers.
Whereas the fruits exhibit brown, slightly sunken flecks in the beginning but later the lesions become large pitted appearance. 
## Cause 
 Fungus 
## Tips 
 Remove the plant debris and burn them.
Avoid over application of nitrogen fertilizer.
If the disease is severe spray suitable fungicides. 
","The pathogen infects cucumber, pawpaw , ornamental plants, some weed species etc.
The damaged fruits are susceptible for this disease.",rady
